gender,age,height,weight,alcoholConsumption,beer,softDrink,pizzaSlice
man,49,173,89174,regular,4,4,5
man,51,174,75075,casual,3,5,4
man,20,178,68458,casual,1,5,5
man,53,172,67254,never,0,2,2
man,18,180,80078,seasoned,8,2,10
man,23,193,92432,regular,4,3,6
woman,41,160,61606,never,0,3,1
woman,21,160,62935,casual,1,4,6
woman,40,169,68922,regular,2,4,5
man,48,165,60972,casual,1,4,4
man,38,183,83285,regular,3,3,5
woman,50,173,71991,casual,1,5,4
woman,27,164,64640,regular,3,5,6
man,25,176,58495,regular,5,2,6
woman,49,150,49258,never,0,2,4
woman,34,164,63781,casual,1,5,4
woman,19,176,75422,seasoned,3,2,8
man,38,181,81423,regular,6,3,5
man,22,183,88987,regular,4,4,8
man,38,178,66661,never,0,2,1
man,31,175,69754,seasoned,5,2,7
man,24,181,79804,seasoned,5,1,7
man,29,164,56027,seasoned,9,3,7
woman,27,173,65252,regular,4,3,5
woman,53,166,55339,regular,3,3,6
woman,28,157,70404,seasoned,4,3,6
woman,25,160,61651,never,0,2,3
man,27,189,109223,seasoned,8,3,9
man,52,174,68919,regular,4,4,6
man,37,173,79006,regular,5,5,4
woman,40,165,83509,casual,1,4,4
woman,52,151,54056,never,0,2,2
man,46,177,88571,never,0,2,2
man,22,168,73031,casual,3,6,6
man,52,183,79355,never,0,1,2
woman,39,159,49297,regular,3,3,4
man,37,179,80438,never,0,1,2
man,44,177,79273,casual,2,5,5
woman,19,159,65952,never,0,1,4
woman,41,164,62804,never,0,2,2
woman,30,154,47919,regular,2,4,6
man,34,180,72843,regular,4,2,6
man,47,188,88146,regular,5,2,6
man,33,175,61050,regular,5,4,3
woman,52,167,56706,regular,2,3,6
woman,18,178,75917,seasoned,4,4,8
woman,20,154,65574,seasoned,4,2,7
man,29,177,59140,casual,2,4,4
woman,35,167,55405,casual,1,3,4
woman,45,169,54588,seasoned,4,3,6
man,20,180,73736,never,0,2,4
woman,27,173,63671,never,0,2,2
woman,38,161,68462,regular,3,3,6
woman,54,154,43875,casual,1,6,4
man,34,173,66285,regular,3,1,6
woman,39,162,57776,casual,0,5,3
man,36,175,74328,casual,2,3,4
woman,29,170,75629,regular,3,3,6
woman,52,151,59512,casual,1,6,6
man,31,175,75232,never,0,3,3
woman,37,170,76676,seasoned,6,2,7
woman,33,152,46174,regular,2,2,5
man,49,185,68054,seasoned,6,2,5
man,36,177,74012,seasoned,6,3,6
woman,46,170,71186,never,0,2,2
man,35,179,60214,never,0,2,2
woman,49,175,82283,never,0,2,3
woman,22,168,69177,regular,3,4,8
woman,24,175,77391,never,0,3,4
man,37,177,79707,seasoned,9,3,7
man,22,179,87828,casual,1,3,5
woman,38,166,66520,never,0,3,3
man,26,182,82310,seasoned,7,1,7
woman,27,165,69068,regular,3,5,7
man,44,175,78567,seasoned,10,2,7
man,39,176,77023,seasoned,8,1,7
man,29,168,79647,regular,5,3,4
man,37,179,73056,never,0,3,4
woman,37,164,54343,casual,1,4,4
woman,35,158,61719,casual,1,4,3
man,38,173,75877,casual,1,4,6
woman,52,167,64956,seasoned,5,3,6
man,18,187,65516,seasoned,8,1,6
woman,49,166,81978,seasoned,3,1,5
woman,41,163,65611,seasoned,5,2,7
woman,32,169,64357,seasoned,5,2,5
woman,27,163,56906,casual,1,6,4
woman,32,166,50979,casual,1,5,4
man,34,171,78331,seasoned,6,4,8
man,26,183,89016,casual,2,5,5
man,48,175,70925,seasoned,7,2,5
man,54,179,69376,regular,4,1,5
woman,50,165,73048,casual,1,6,6
woman,44,160,55720,seasoned,5,2,6
woman,41,155,50929,seasoned,3,2,7
woman,35,162,66735,casual,2,7,4
woman,49,167,55244,casual,1,5,4
woman,25,174,85146,never,0,3,3
woman,31,172,54730,regular,3,2,4
man,38,174,71672,regular,7,4,4
man,37,166,60787,casual,2,4,4
woman,28,161,71795,regular,3,5,7
woman,27,174,79861,regular,4,3,5
man,39,183,82269,never,0,2,2
man,41,179,83392,never,0,2,2
man,18,179,92615,seasoned,6,1,10
woman,47,157,69946,seasoned,4,3,6
woman,35,160,61861,regular,3,4,7
man,24,178,69901,casual,1,2,4
man,32,180,94323,never,0,2,3
woman,41,165,56159,regular,2,3,3
man,28,184,92095,regular,5,2,5
man,46,177,80035,regular,6,3,5
woman,20,169,65896,regular,3,2,6
man,43,185,97498,regular,5,2,6
man,21,168,69812,casual,2,4,6
woman,32,161,82879,seasoned,2,4,9
man,28,174,66886,casual,3,4,5
man,39,167,78850,seasoned,6,3,7
woman,48,157,54745,casual,1,3,6
woman,50,159,62466,never,0,1,2
woman,46,165,72338,seasoned,4,2,9
woman,35,168,52214,seasoned,4,3,6
man,38,176,68039,never,0,2,3
woman,33,170,68349,casual,1,5,6
woman,39,172,83370,regular,3,5,5
woman,39,168,72434,casual,1,3,6
man,33,180,65441,regular,3,2,6
man,46,183,91989,regular,5,4,6
man,46,181,95654,regular,4,3,5
man,48,171,82720,regular,4,4,7
man,45,181,66040,casual,2,3,3
man,51,166,75559,casual,0,3,4
man,47,174,79894,casual,2,5,5
man,50,177,62910,casual,1,5,3
man,23,183,90909,regular,3,2,7
man,23,186,82209,never,0,2,2
man,22,173,55369,casual,2,4,4
woman,51,166,65094,never,0,2,2
man,34,177,66477,casual,2,4,5
man,54,173,66357,casual,2,5,4
woman,29,162,74879,regular,4,3,9
woman,48,169,77605,casual,1,4,4
man,30,168,78982,never,0,2,2
woman,31,173,80257,seasoned,6,4,6
man,24,162,68005,never,0,2,3
woman,18,164,52378,seasoned,4,2,7
man,48,174,73781,seasoned,5,3,7
woman,44,165,66261,seasoned,4,3,9
man,48,172,69744,seasoned,7,2,7
man,33,171,89528,casual,2,4,5
man,32,169,66377,casual,1,3,5
woman,20,163,80274,casual,1,3,8
woman,26,157,54274,never,0,3,3
woman,28,173,88780,casual,1,6,5
man,41,170,76694,never,0,2,3
woman,25,168,63454,casual,2,5,4
woman,34,173,71359,seasoned,3,5,7
woman,53,167,70214,regular,2,6,6
man,52,181,74838,seasoned,8,4,5
woman,51,166,70068,casual,0,3,4
man,50,180,75613,regular,5,4,7
woman,49,165,73485,casual,1,6,5
man,48,185,86498,regular,4,3,4
woman,45,166,66032,never,0,2,3
woman,52,162,56029,casual,1,5,4
man,29,184,93157,regular,4,2,6
woman,19,159,76115,regular,2,7,9
man,32,170,59800,casual,2,5,4
woman,35,155,57202,seasoned,4,1,7
man,38,181,84838,regular,6,4,5
man,18,186,81503,regular,3,3,9
man,18,173,73837,regular,2,2,7
woman,52,150,62608,regular,2,5,6
woman,45,164,60595,regular,3,5,8
woman,54,167,82047,never,0,1,2
woman,36,164,63064,never,0,2,3
woman,33,164,76801,regular,3,6,7
woman,23,166,70388,casual,0,6,6
man,30,183,76996,casual,2,5,4
woman,54,164,74711,seasoned,4,1,7
woman,44,177,62124,never,0,3,3
woman,19,170,57832,casual,0,3,4
man,54,197,88252,never,0,2,3
man,26,184,79936,never,0,2,3
man,21,185,91964,casual,1,4,5
woman,28,166,74372,seasoned,6,4,9
man,50,187,88434,casual,0,5,4
woman,49,159,68742,seasoned,4,3,5
woman,53,167,57673,casual,1,5,4
woman,41,162,60901,never,0,2,2
woman,53,174,69061,regular,3,3,5
man,32,174,79171,casual,1,5,4
man,44,172,69854,never,0,2,3
man,24,174,76319,regular,4,3,4
man,24,182,83975,seasoned,7,3,7
woman,53,159,63944,regular,2,3,4
man,41,176,81883,never,0,2,3
man,31,168,91650,casual,2,3,6
woman,35,152,57742,casual,1,5,4
man,25,178,85042,never,0,2,2
man,31,179,75166,casual,1,4,5
woman,34,162,51555,casual,1,3,5
man,21,179,84015,regular,5,3,6
woman,50,159,69944,never,0,2,2
woman,54,166,66081,casual,1,3,4
woman,25,163,53669,never,0,2,2
woman,24,165,74982,seasoned,6,1,11
woman,45,163,59937,regular,2,3,6
woman,29,162,48551,regular,4,3,3
woman,44,162,48551,casual,1,3,4
man,54,176,64510,seasoned,8,2,8
man,36,167,72426,regular,5,3,7
man,50,179,83652,casual,2,5,5
woman,32,167,61192,never,0,2,2
woman,36,169,76879,regular,2,4,6
man,34,182,85085,seasoned,7,1,8
man,39,171,67204,regular,7,3,6
woman,45,169,67670,regular,2,4,6
woman,33,162,62195,casual,1,6,5
woman,48,169,71838,regular,4,2,9
woman,36,164,64937,casual,1,6,5
woman,47,158,59006,casual,1,6,4
man,41,186,90247,never,0,2,4
woman,23,162,63589,seasoned,5,2,10
woman,32,161,67840,seasoned,6,2,6
man,27,172,85379,casual,1,4,5
man,31,190,81781,never,0,2,3
woman,49,164,68086,casual,0,4,6
woman,26,170,71042,seasoned,6,4,7
man,25,174,77774,seasoned,7,1,6
woman,30,160,67111,never,0,2,3
man,26,170,56087,regular,5,1,6
woman,25,167,78827,regular,2,5,7
woman,34,166,68122,casual,1,5,6
man,24,169,74751,casual,1,4,5
woman,49,184,72372,never,0,2,2
man,21,174,56011,regular,3,4,6
woman,25,161,56438,never,0,2,3
man,18,187,72388,never,0,2,5
woman,43,171,73074,regular,2,4,5
man,45,174,70668,casual,1,2,4
woman,49,163,60797,never,0,2,2
man,25,174,62385,regular,5,2,5
woman,32,165,74177,seasoned,3,3,6
woman,24,173,85723,never,0,2,5
man,38,183,87740,regular,7,2,4
woman,26,159,55245,regular,4,4,4
woman,35,168,80053,seasoned,3,3,6
man,53,172,68117,casual,1,3,4
woman,46,174,70413,casual,1,5,3
woman,42,159,56367,seasoned,4,2,6
man,30,170,71482,seasoned,6,2,7
man,48,178,79591,regular,4,2,5
woman,34,164,70878,casual,1,4,5
man,22,186,96761,regular,3,2,9
man,51,173,64767,casual,3,5,4
woman,51,164,49758,never,0,3,2
man,25,190,100731,casual,2,3,4
woman,54,163,52893,regular,4,3,3
man,35,185,77022,never,0,2,4
man,31,169,75852,casual,1,4,4
man,31,180,89131,regular,4,3,6
woman,24,166,54230,seasoned,4,2,6
woman,41,150,52978,regular,3,4,5
man,30,162,77166,casual,2,5,6
woman,24,166,61103,never,0,4,2
woman,19,163,68426,seasoned,4,2,9
woman,43,151,57757,never,0,2,2
woman,34,177,82479,never,0,3,2
woman,36,160,69317,regular,2,3,5
man,21,179,88869,casual,0,6,4
woman,36,162,67748,never,0,3,3
woman,31,168,66054,casual,1,5,4
man,24,178,77833,casual,2,4,5
man,46,168,62795,casual,1,3,4
woman,29,166,67098,regular,3,6,6
woman,27,164,59188,regular,3,3,4
man,20,184,81288,never,0,2,4
man,30,176,72600,regular,4,2,6
woman,40,155,50047,seasoned,4,1,5
woman,30,168,65031,casual,2,4,4
woman,21,170,62214,casual,1,6,6
woman,44,173,55369,regular,2,3,5
man,34,180,102537,regular,5,4,5
woman,38,155,60393,seasoned,3,4,6
man,53,176,72543,never,0,2,3
woman,46,173,68637,seasoned,3,4,7
woman,42,162,48674,never,0,2,2
man,34,187,90990,regular,3,3,6
man,28,168,72404,seasoned,6,2,6
woman,25,169,58613,never,0,3,2
woman,36,161,62253,regular,2,6,4
man,28,165,79609,seasoned,6,4,6
man,33,184,88801,regular,5,3,5
woman,28,177,72292,never,0,3,2
woman,50,161,70682,seasoned,4,2,5
woman,21,162,63908,never,0,2,2
man,43,183,83811,regular,6,3,6
woman,41,164,56604,seasoned,3,4,8
man,32,187,110902,casual,2,5,6
woman,50,168,67895,seasoned,7,2,8
woman,35,165,52580,seasoned,5,1,4
man,39,172,61737,regular,6,4,6
woman,30,172,69673,seasoned,5,1,5
woman,25,169,70760,casual,2,5,3
man,24,188,97423,regular,3,4,8
man,36,170,69000,casual,3,4,5
man,38,173,60872,never,0,2,2
man,25,186,87653,seasoned,6,2,7
woman,48,163,71611,seasoned,4,3,8
woman,39,158,57645,regular,2,4,4
woman,53,157,64517,seasoned,5,2,7
man,19,181,60608,regular,3,2,7
woman,33,167,60441,seasoned,4,3,6
woman,44,168,75444,never,0,3,2
man,29,178,71895,casual,3,5,6
woman,34,158,53780,seasoned,3,5,5
man,23,161,62334,regular,4,3,6
man,48,187,91214,casual,2,4,4
man,47,175,57685,seasoned,5,3,6
man,23,173,64000,regular,4,2,7
man,19,177,77444,regular,3,2,5
woman,35,176,80459,casual,0,4,4
man,27,185,86446,never,0,2,2
woman,31,169,62291,seasoned,5,3,6
woman,33,157,68005,casual,1,4,5
woman,35,167,77513,casual,1,5,4
man,54,186,81892,casual,2,4,4
man,36,185,69698,casual,1,4,4
woman,51,173,82078,seasoned,4,3,6
woman,35,163,59462,casual,1,4,3
woman,30,176,87646,seasoned,3,2,9
woman,45,170,75367,casual,1,8,4
man,34,174,57013,regular,4,2,5
woman,54,153,54167,regular,3,5,7
woman,28,172,71912,seasoned,4,3,8
woman,53,176,66429,casual,0,4,4
man,33,172,95437,regular,3,3,6
woman,27,174,74488,never,0,2,2
man,18,191,116704,regular,4,2,8
woman,46,167,51595,regular,2,3,5
man,37,177,88516,never,0,2,4
man,34,180,83099,regular,3,2,5
woman,35,169,53864,seasoned,4,1,6
woman,43,164,58863,seasoned,4,2,7
man,29,185,83715,casual,2,3,5
man,32,179,93719,casual,1,5,5
man,26,180,94320,never,0,2,2
man,39,173,70029,regular,5,3,5
man,44,174,56011,casual,2,3,4
woman,53,156,52513,casual,1,6,5
woman,30,174,56011,regular,3,3,4
man,36,177,88273,casual,2,3,6
woman,39,165,68215,casual,2,5,5
man,48,181,75424,casual,2,5,5
man,40,185,81411,casual,2,3,5
man,53,173,69855,regular,4,4,5
man,29,172,73407,never,0,2,4
man,53,184,92267,seasoned,5,2,7
woman,22,172,62544,regular,4,5,6
man,32,169,69880,casual,3,4,4
woman,37,167,71828,casual,0,5,5
man,32,183,75554,casual,1,2,5
woman,47,168,80243,casual,0,6,5
man,19,173,64260,regular,4,2,9
man,50,186,75324,seasoned,8,2,7
man,26,183,99676,regular,3,4,4
woman,29,173,77642,casual,1,6,4
woman,47,163,62784,never,0,3,3
man,33,180,80011,casual,2,4,5
man,24,164,67934,regular,3,4,7
man,37,175,72602,seasoned,6,2,7
woman,33,159,57573,never,0,2,3
man,19,174,67281,seasoned,6,4,10
woman,19,164,67480,regular,3,5,5
woman,24,165,84458,casual,2,5,5
man,46,180,76044,casual,3,3,5
woman,51,175,84133,casual,1,5,5
man,21,184,87313,casual,1,5,4
man,54,184,73319,seasoned,8,1,7
woman,23,163,57421,seasoned,6,1,7
man,45,194,86799,regular,5,1,7
woman,24,174,86070,seasoned,6,2,7
man,30,181,77775,regular,3,4,5
woman,21,160,63373,regular,5,3,6
man,52,173,72968,never,0,2,2
man,44,183,72098,regular,5,3,7
man,45,179,65024,regular,5,1,5
woman,37,170,56915,seasoned,5,2,5
woman,37,167,66104,never,0,2,2
woman,41,165,54026,never,0,2,2
woman,24,173,69097,never,0,3,1
man,38,167,75763,never,0,2,2
woman,51,161,75084,never,0,2,2
woman,28,164,68020,regular,3,4,6
man,29,178,73075,never,0,2,3
man,45,178,67240,seasoned,6,2,8
woman,53,171,62905,seasoned,6,2,5
man,43,178,76775,casual,2,4,4
man,24,176,79353,seasoned,6,2,7
man,33,183,87089,never,0,2,4
man,28,177,105415,never,0,2,3
man,39,174,67040,regular,5,3,6
man,29,171,66001,seasoned,6,2,7
man,40,173,68303,casual,2,3,3
man,53,188,84182,never,0,2,3
woman,21,165,68770,casual,1,6,7
woman,29,167,65205,never,0,1,2
man,54,174,56011,casual,2,5,3
woman,30,173,89868,regular,2,2,6
woman,47,169,52838,casual,1,5,3
woman,22,157,65163,casual,1,6,5
woman,48,165,62750,regular,2,3,4
woman,30,171,68521,casual,2,4,6
man,49,170,62469,never,0,2,3
man,53,173,75853,casual,1,3,4
man,30,183,78742,regular,5,3,5
woman,21,164,53460,casual,0,6,4
man,42,168,69147,casual,1,3,5
man,35,183,76932,seasoned,7,3,5
woman,21,166,61545,never,0,3,3
man,33,179,66299,seasoned,6,3,8
woman,29,160,70137,regular,4,3,5
woman,34,162,68746,never,0,3,3
man,48,175,96320,casual,1,3,5
man,41,173,73115,never,0,2,3
woman,29,166,75164,never,0,1,3
woman,21,163,69810,seasoned,5,4,8
woman,37,170,65548,never,0,2,3
man,26,177,61273,regular,5,2,3
man,53,183,87651,regular,7,2,8
man,35,169,71397,regular,5,2,6
woman,31,163,65217,seasoned,3,3,6
man,42,180,81809,never,0,2,2
woman,42,158,67528,regular,2,6,6
man,22,176,73109,never,0,1,2
woman,32,156,58293,casual,2,5,3
woman,34,167,73376,casual,1,5,5
man,27,181,75030,seasoned,7,3,5
man,53,180,61107,never,0,2,2
woman,41,160,63792,never,0,2,2
man,21,176,65593,casual,1,5,4
woman,25,162,73557,seasoned,5,1,8
man,37,171,65663,regular,6,3,5
woman,39,165,67643,seasoned,5,2,6
woman,31,171,54096,casual,1,6,3
woman,22,168,72406,never,0,1,3
man,29,177,57959,seasoned,6,3,6
man,35,180,61787,seasoned,8,2,5
woman,21,170,64040,seasoned,3,3,7
woman,38,157,73501,casual,1,6,4
man,29,187,66979,regular,5,3,4
woman,42,167,71157,regular,3,3,5
woman,20,169,53491,never,0,3,1
man,46,185,89000,regular,5,2,5
man,33,176,82043,casual,1,3,4
man,46,176,80253,never,0,2,2
woman,23,172,64659,seasoned,6,4,7
man,44,180,76871,never,0,2,2
man,42,174,76144,casual,3,5,3
man,28,169,78146,regular,3,2,7
man,40,190,81904,regular,6,4,5
man,49,177,74560,regular,6,3,4
man,32,178,62031,regular,3,4,6
man,46,183,78366,casual,2,3,4
woman,35,163,61041,regular,3,4,8
woman,37,161,64963,regular,2,2,4
man,49,167,73472,regular,6,4,6
woman,36,158,54672,casual,1,5,4
man,37,177,81545,seasoned,8,3,6
woman,49,165,76968,regular,3,5,5
woman,26,157,54866,regular,4,4,7
man,32,189,92209,casual,2,4,4
woman,28,164,51906,seasoned,7,3,5
woman,34,165,65001,casual,1,6,5
woman,24,163,64803,seasoned,5,1,9
man,42,185,76631,never,0,2,2
woman,23,174,87845,seasoned,4,3,8
man,47,178,69106,casual,2,3,4
woman,52,163,69030,seasoned,5,4,9
man,26,178,81367,casual,1,5,4
woman,20,168,58666,casual,2,6,5
man,19,176,88359,regular,3,4,9
woman,24,166,69339,never,0,2,2
man,49,188,85848,regular,3,2,5
man,18,180,79697,casual,1,5,6
man,49,173,66634,regular,4,2,4
man,42,174,74374,casual,2,3,4
man,40,184,90778,seasoned,8,1,8
man,37,177,66105,regular,4,2,7
man,37,179,90569,casual,3,4,4
woman,30,174,80939,never,0,1,2
man,45,192,95945,never,0,3,2
woman,30,160,74462,regular,3,4,8
woman,43,164,64352,seasoned,4,4,7
man,22,168,57893,seasoned,5,1,8
woman,26,165,56687,regular,5,3,6
man,50,185,101526,never,0,2,3
man,42,188,79959,never,0,3,4
woman,49,169,54846,regular,2,4,4
man,30,176,78564,never,0,2,2
woman,50,168,61071,casual,0,5,4
woman,31,168,64758,seasoned,5,2,6
woman,35,165,63586,casual,1,3,5
woman,23,159,58764,casual,1,5,6
woman,24,177,69281,regular,3,3,5
woman,47,171,74917,regular,3,4,6
man,41,180,87000,regular,5,2,6
man,33,173,78314,casual,2,5,4
man,26,175,66822,regular,5,1,4
woman,32,165,75111,regular,2,4,6
woman,51,172,75570,seasoned,4,2,9
